EPOCH: 256
Training: [256 / 0], d_loss: -368.087097, g_loss: 183.823563, elapsed time: 40.606094 seconds
Training: [409 / 2], d_loss: -365.185913, g_loss: 188.297363, elapsed time: 34.136408 seconds
Training: [409 / 3], d_loss: -363.583038, g_loss: 185.462662, elapsed time: 34.146824 seconds
Training: [409 / 4], d_loss: -352.775879, g_loss: 177.371506, elapsed time: 34.045080 seconds
Training: [409 / 5], d_loss: -243.026169, g_loss: 176.666351, elapsed time: 34.026531 seconds
Training: [409 / 6], d_loss: -148.364777, g_loss: 80.735008, elapsed time: 34.366917 seconds
Training: [409 / 7], d_loss: -355.406708, g_loss: 184.664154, elapsed time: 34.278046 seconds
Training: [409 / 8], d_loss: -365.934662, g_loss: 187.872131, elapsed time: 34.222146 seconds
Training: [409 / 9], d_loss: -360.083221, g_loss: 183.607986, elapsed time: 34.259632 seconds
Training: [409 / 10], d_loss: -313.841187, g_loss: 185.052643, elapsed time: 34.350713 seconds
Training: [409 / 11], d_loss: -286.964111, g_loss: 166.674347, elapsed time: 34.569521 seconds
Training: [409 / 12], d_loss: -212.545868, g_loss: 176.829956, elapsed time: 34.296107 seconds
Training: [409 / 13], d_loss: -355.313354, g_loss: 184.891617, elapsed time: 34.195073 seconds
EPOCH: 410
Training: [410 / 0], d_loss: -364.655457, g_loss: 188.231323, elapsed time: 34.179396 seconds
Training: [410 / 1], d_loss: -349.897400, g_loss: 176.949127, elapsed time: 34.160283 seconds
Training: [410 / 2], d_loss: -350.602600, g_loss: 178.388855, elapsed time: 34.302679 seconds
Training: [410 / 3], d_loss: -352.196472, g_loss: 182.802460, elapsed time: 34.150229 seconds
Training: [410 / 4], d_loss: -346.129517, g_loss: 181.803558, elapsed time: 34.270716 seconds
Training: [410 / 5], d_loss: -114.417694, g_loss: -16.346104, elapsed time: 34.178811 seconds
Training: [410 / 6], d_loss: -115.230438, g_loss: 164.132309, elapsed time: 34.204210 seconds
Training: [410 / 7], d_loss: -365.218689, g_loss: 188.025742, elapsed time: 34.210800 seconds
Training: [410 / 8], d_loss: -360.686523, g_loss: 187.918854, elapsed time: 34.117456 seconds
Training: [410 / 9], d_loss: -358.064880, g_loss: 182.079941, elapsed time: 34.134729 seconds
Training: [410 / 10], d_loss: -141.984299, g_loss: 178.318451, elapsed time: 34.221083 seconds
Training: [410 / 11], d_loss: -279.808777, g_loss: 71.623833, elapsed time: 34.180473 seconds
Training: [410 / 12], d_loss: -357.953125, g_loss: 188.707489, elapsed time: 34.221674 seconds
Training: [410 / 13], d_loss: -364.941284, g_loss: 186.722382, elapsed time: 34.246481 seconds
EPOCH: 411
Training: [411 / 0], d_loss: -352.648499, g_loss: 186.184723, elapsed time: 34.127889 seconds
Training: [411 / 1], d_loss: -335.458374, g_loss: 184.205109, elapsed time: 34.254448 seconds
Training: [411 / 2], d_loss: -183.365051, g_loss: -10.741891, elapsed time: 34.081083 seconds
Training: [411 / 3], d_loss: -286.124603, g_loss: 166.417450, elapsed time: 34.413653 seconds
Training: [411 / 4], d_loss: -364.010803, g_loss: 188.824219, elapsed time: 34.415587 seconds
Training: [411 / 5], d_loss: -368.058685, g_loss: 188.157288, elapsed time: 34.244323 seconds
Training: [411 / 6], d_loss: -354.622681, g_loss: 180.399078, elapsed time: 34.278846 seconds
Training: [411 / 7], d_loss: -305.392609, g_loss: 174.710464, elapsed time: 34.152583 seconds
Training: [411 / 8], d_loss: -255.487289, g_loss: 182.423584, elapsed time: 34.231921 seconds
Training: [411 / 9], d_loss: -353.153473, g_loss: 182.638550, elapsed time: 34.179516 seconds
Training: [411 / 10], d_loss: -357.365173, g_loss: 182.868103, elapsed time: 34.263725 seconds
Training: [411 / 11], d_loss: -348.624878, g_loss: 181.492691, elapsed time: 34.161215 seconds
Training: [411 / 12], d_loss: -334.547455, g_loss: 183.433838, elapsed time: 34.149742 seconds
Training: [411 / 13], d_loss: -186.936859, g_loss: 77.311584, elapsed time: 34.218906 seconds
EPOCH: 412
Training: [412 / 0], d_loss: -181.083786, g_loss: -76.317642, elapsed time: 34.148720 seconds
Training: [412 / 1], d_loss: -228.315125, g_loss: 45.524902, elapsed time: 34.082359 seconds
Training: [412 / 2], d_loss: -360.430481, g_loss: 187.729401, elapsed time: 34.225241 seconds
Training: [412 / 3], d_loss: -367.542389, g_loss: 189.413422, elapsed time: 34.058730 seconds
Training: [412 / 4], d_loss: -354.531891, g_loss: 183.241486, elapsed time: 34.094871 seconds
Training: [412 / 5], d_loss: -360.084564, g_loss: 180.650467, elapsed time: 34.112916 seconds
Training: [412 / 6], d_loss: -333.536194, g_loss: 182.993820, elapsed time: 34.064029 seconds
Training: [412 / 7], d_loss: -51.288406, g_loss: 114.761383, elapsed time: 34.112281 seconds
Training: [412 / 8], d_loss: -208.045288, g_loss: 162.780212, elapsed time: 34.056198 seconds
Training: [412 / 9], d_loss: -313.930908, g_loss: 186.219803, elapsed time: 34.187459 seconds
Training: [412 / 10], d_loss: -256.691528, g_loss: 135.753830, elapsed time: 34.197242 seconds
Training: [412 / 11], d_loss: -278.488556, g_loss: 104.087616, elapsed time: 34.106091 seconds
Training: [412 / 12], d_loss: -361.121704, g_loss: 187.400665, elapsed time: 34.064343 seconds
Training: [412 / 13], d_loss: -368.741699, g_loss: 190.078232, elapsed time: 34.058764 seconds
EPOCH: 413
Training: [413 / 0], d_loss: -363.776398, g_loss: 182.011810, elapsed time: 34.233083 seconds
Training: [413 / 1], d_loss: -361.406982, g_loss: 185.929047, elapsed time: 34.163095 seconds
Training: [413 / 2], d_loss: -356.241882, g_loss: 182.206024, elapsed time: 34.088007 seconds
Training: [413 / 3], d_loss: -63.327118, g_loss: 137.415573, elapsed time: 34.161625 seconds
Training: [413 / 4], d_loss: -113.240173, g_loss: -16.236835, elapsed time: 34.117803 seconds
Training: [413 / 5], d_loss: -270.413788, g_loss: 180.709076, elapsed time: 34.093487 seconds
Training: [413 / 6], d_loss: -148.415848, g_loss: 115.654312, elapsed time: 34.206905 seconds
Training: [413 / 7], d_loss: -343.999146, g_loss: 182.566620, elapsed time: 34.104004 seconds
Training: [413 / 8], d_loss: -362.911163, g_loss: 187.584061, elapsed time: 34.062758 seconds
Training: [413 / 9], d_loss: -366.365845, g_loss: 187.809860, elapsed time: 34.107537 seconds
Training: [413 / 10], d_loss: -358.054443, g_loss: 182.558258, elapsed time: 34.196780 seconds
Training: [413 / 11], d_loss: -159.256226, g_loss: 171.908783, elapsed time: 34.124378 seconds
Training: [413 / 12], d_loss: -355.067657, g_loss: 185.632294, elapsed time: 34.151145 seconds
Training: [413 / 13], d_loss: -364.929260, g_loss: 184.312408, elapsed time: 34.108685 seconds
EPOCH: 414
Training: [414 / 0], d_loss: -349.220062, g_loss: 172.475235, elapsed time: 34.166080 seconds
Training: [414 / 1], d_loss: -169.601471, g_loss: 164.414429, elapsed time: 34.314994 seconds
Training: [414 / 2], d_loss: -358.055359, g_loss: 182.491592, elapsed time: 34.239313 seconds
Training: [414 / 3], d_loss: -345.552338, g_loss: 168.590881, elapsed time: 34.244496 seconds
Training: [414 / 4], d_loss: -136.576004, g_loss: 161.881378, elapsed time: 34.281825 seconds
Training: [414 / 5], d_loss: -357.309998, g_loss: 185.229095, elapsed time: 34.510045 seconds
Training: [414 / 6], d_loss: -352.989319, g_loss: 181.582367, elapsed time: 34.229617 seconds
Training: [414 / 7], d_loss: -353.106873, g_loss: 181.251770, elapsed time: 34.376262 seconds
Training: [414 / 8], d_loss: -338.138489, g_loss: 179.080292, elapsed time: 34.210169 seconds
Training: [414 / 9], d_loss: -338.779297, g_loss: 169.661514, elapsed time: 34.413923 seconds
Training: [414 / 10], d_loss: -238.509918, g_loss: 178.506683, elapsed time: 34.075335 seconds
Training: [414 / 11], d_loss: -240.662399, g_loss: 38.565674, elapsed time: 34.261926 seconds
Training: [414 / 12], d_loss: -361.745544, g_loss: 187.990494, elapsed time: 34.152456 seconds
Training: [414 / 13], d_loss: -362.008057, g_loss: 186.045776, elapsed time: 34.259499 seconds
EPOCH: 415
Training: [415 / 0], d_loss: -364.471008, g_loss: 185.161850, elapsed time: 34.110705 seconds
Training: [415 / 1], d_loss: -321.947083, g_loss: 184.004791, elapsed time: 34.233659 seconds
Training: [415 / 2], d_loss: -283.633636, g_loss: 173.572174, elapsed time: 34.182452 seconds
Training: [415 / 3], d_loss: -365.900879, g_loss: 188.996231, elapsed time: 34.800577 seconds
Training: [415 / 4], d_loss: -344.721436, g_loss: 178.429443, elapsed time: 34.479042 seconds
Training: [415 / 5], d_loss: -110.480087, g_loss: 164.142395, elapsed time: 34.433146 seconds
Training: [415 / 6], d_loss: -349.967407, g_loss: 183.304214, elapsed time: 34.212264 seconds
Training: [415 / 7], d_loss: -355.650970, g_loss: 179.139587, elapsed time: 34.238947 seconds
Training: [415 / 8], d_loss: -246.280304, g_loss: 169.377625, elapsed time: 34.269774 seconds
Training: [415 / 9], d_loss: -360.561401, g_loss: 185.440781, elapsed time: 34.202142 seconds
Training: [415 / 10], d_loss: -353.457275, g_loss: 181.273239, elapsed time: 34.338033 seconds
Training: [415 / 11], d_loss: -351.784943, g_loss: 177.708923, elapsed time: 34.178037 seconds
Training: [415 / 12], d_loss: -306.191895, g_loss: 178.841003, elapsed time: 34.192428 seconds
Training: [415 / 13], d_loss: -293.317322, g_loss: 176.687836, elapsed time: 34.406878 seconds
EPOCH: 416
Training: [416 / 0], d_loss: -363.979492, g_loss: 185.991043, elapsed time: 34.357140 seconds
Training: [416 / 1], d_loss: -352.805847, g_loss: 177.821609, elapsed time: 34.281366 seconds
Training: [416 / 2], d_loss: -204.075043, g_loss: 175.153336, elapsed time: 34.439760 seconds
Training: [416 / 3], d_loss: -235.118530, g_loss: 162.499283, elapsed time: 34.091449 seconds
Training: [416 / 4], d_loss: -333.113647, g_loss: 176.054901, elapsed time: 34.132064 seconds
Training: [416 / 5], d_loss: -357.680023, g_loss: 173.164551, elapsed time: 34.126887 seconds
Training: [416 / 6], d_loss: -368.131409, g_loss: 185.229706, elapsed time: 34.139250 seconds
Training: [416 / 7], d_loss: -364.195007, g_loss: 185.091980, elapsed time: 34.184536 seconds
Training: [416 / 8], d_loss: -361.191833, g_loss: 184.056137, elapsed time: 34.238720 seconds
Training: [416 / 9], d_loss: -361.670715, g_loss: 182.393723, elapsed time: 34.353508 seconds
Training: [416 / 10], d_loss: -351.446899, g_loss: 179.459808, elapsed time: 34.187957 seconds
Training: [416 / 11], d_loss: -215.472580, g_loss: 171.360550, elapsed time: 34.177329 seconds
Training: [416 / 12], d_loss: -332.941528, g_loss: 181.709229, elapsed time: 34.234131 seconds
Training: [416 / 13], d_loss: -353.948730, g_loss: 183.421432, elapsed time: 34.348285 seconds
EPOCH: 417
Training: [417 / 0], d_loss: -351.678833, g_loss: 178.449493, elapsed time: 34.228260 seconds
Training: [417 / 1], d_loss: -240.854980, g_loss: 178.916168, elapsed time: 34.277247 seconds
Training: [417 / 2], d_loss: -285.624420, g_loss: 170.116516, elapsed time: 34.111389 seconds
Training: [417 / 3], d_loss: -360.154297, g_loss: 182.168961, elapsed time: 34.250692 seconds
Training: [417 / 4], d_loss: -181.182022, g_loss: 12.182757, elapsed time: 34.300691 seconds
Training: [417 / 5], d_loss: -354.556396, g_loss: 186.819641, elapsed time: 34.323447 seconds
Training: [417 / 6], d_loss: -356.368042, g_loss: 180.701782, elapsed time: 34.159975 seconds
Training: [417 / 7], d_loss: -358.274536, g_loss: 183.479477, elapsed time: 34.104331 seconds
Training: [417 / 8], d_loss: -338.040894, g_loss: 184.038971, elapsed time: 34.156350 seconds
Training: [417 / 9], d_loss: -281.100433, g_loss: 17.919216, elapsed time: 34.192911 seconds
Training: [417 / 10], d_loss: -247.385742, g_loss: 180.446655, elapsed time: 34.118341 seconds
Training: [417 / 11], d_loss: -319.312012, g_loss: 176.752930, elapsed time: 34.093535 seconds
Training: [417 / 12], d_loss: -364.842102, g_loss: 189.166382, elapsed time: 34.158603 seconds
Training: [417 / 13], d_loss: -365.994385, g_loss: 185.040009, elapsed time: 34.101242 seconds
EPOCH: 418
Training: [418 / 0], d_loss: -332.924561, g_loss: 184.679260, elapsed time: 34.118256 seconds
Training: [418 / 1], d_loss: -166.340942, g_loss: 123.248123, elapsed time: 34.186205 seconds
Training: [418 / 2], d_loss: -135.173599, g_loss: 154.719315, elapsed time: 34.259505 seconds
Training: [418 / 3], d_loss: -361.506195, g_loss: 188.166428, elapsed time: 34.206321 seconds
Training: [418 / 4], d_loss: -362.140289, g_loss: 182.407532, elapsed time: 34.129549 seconds
Training: [418 / 5], d_loss: -361.031708, g_loss: 182.976440, elapsed time: 34.259059 seconds
Training: [418 / 6], d_loss: -154.600342, g_loss: 173.798096, elapsed time: 34.094750 seconds
Training: [418 / 7], d_loss: -290.163086, g_loss: 95.007812, elapsed time: 34.151952 seconds
Training: [418 / 8], d_loss: -337.877930, g_loss: 182.445633, elapsed time: 34.095132 seconds
Training: [418 / 9], d_loss: -364.524353, g_loss: 188.153442, elapsed time: 34.094161 seconds
Training: [418 / 10], d_loss: -361.377655, g_loss: 185.319031, elapsed time: 34.157112 seconds
Training: [418 / 11], d_loss: -352.938629, g_loss: 180.831985, elapsed time: 34.033965 seconds
Training: [418 / 12], d_loss: -343.685303, g_loss: 184.304901, elapsed time: 34.026853 seconds
Training: [418 / 13], d_loss: -256.581238, g_loss: -134.780731, elapsed time: 34.110518 seconds
EPOCH: 419
Training: [419 / 0], d_loss: -167.735474, g_loss: 42.118690, elapsed time: 34.094611 seconds
Training: [419 / 1], d_loss: -263.071106, g_loss: 174.174377, elapsed time: 34.209377 seconds
Training: [419 / 2], d_loss: -362.357117, g_loss: 187.747437, elapsed time: 34.141526 seconds
Training: [419 / 3], d_loss: -362.468750, g_loss: 183.674133, elapsed time: 34.128037 seconds
Training: [419 / 4], d_loss: -355.451599, g_loss: 182.606186, elapsed time: 34.084643 seconds
Training: [419 / 5], d_loss: -274.985474, g_loss: 174.977600, elapsed time: 34.119797 seconds
Training: [419 / 6], d_loss: -186.177094, g_loss: 78.609634, elapsed time: 34.103347 seconds
Training: [419 / 7], d_loss: -329.581787, g_loss: 186.273132, elapsed time: 34.155238 seconds
Training: [419 / 8], d_loss: -366.797028, g_loss: 189.327179, elapsed time: 34.277128 seconds
Training: [419 / 9], d_loss: -360.155914, g_loss: 184.592224, elapsed time: 34.121857 seconds
Training: [419 / 10], d_loss: -353.660461, g_loss: 181.403992, elapsed time: 34.173004 seconds
Training: [419 / 11], d_loss: -358.153931, g_loss: 181.389343, elapsed time: 34.067474 seconds
Training: [419 / 12], d_loss: -93.898842, g_loss: 157.127319, elapsed time: 34.139339 seconds
Training: [419 / 13], d_loss: -305.436981, g_loss: 150.445953, elapsed time: 34.235802 seconds
EPOCH: 420
Training: [420 / 0], d_loss: -276.576965, g_loss: 177.778076, elapsed time: 34.331145 seconds
Training: [420 / 1], d_loss: -265.255798, g_loss: 112.399330, elapsed time: 34.197754 seconds
Training: [420 / 2], d_loss: -356.606781, g_loss: 184.719284, elapsed time: 34.451207 seconds
Training: [420 / 3], d_loss: -365.839355, g_loss: 188.234711, elapsed time: 34.046304 seconds
Training: [420 / 4], d_loss: -356.742645, g_loss: 181.681580, elapsed time: 34.127284 seconds
Training: [420 / 5], d_loss: -351.797241, g_loss: 179.024063, elapsed time: 34.153732 seconds
Training: [420 / 6], d_loss: -355.232910, g_loss: 182.146729, elapsed time: 34.163789 seconds
Training: [420 / 7], d_loss: -332.759094, g_loss: 181.648804, elapsed time: 34.212743 seconds
Training: [420 / 8], d_loss: -97.435158, g_loss: 89.920517, elapsed time: 34.161881 seconds
Training: [420 / 9], d_loss: -248.736145, g_loss: 176.831680, elapsed time: 34.083668 seconds
Training: [420 / 10], d_loss: -331.379395, g_loss: 173.522766, elapsed time: 34.218648 seconds
Training: [420 / 11], d_loss: -364.257507, g_loss: 188.128815, elapsed time: 34.174570 seconds
Training: [420 / 12], d_loss: -358.865112, g_loss: 180.782852, elapsed time: 34.152939 seconds
Training: [420 / 13], d_loss: -354.551300, g_loss: 181.710815, elapsed time: 34.116439 seconds
EPOCH: 421
Training: [421 / 0], d_loss: -345.222137, g_loss: 180.267105, elapsed time: 34.260506 seconds
Training: [421 / 1], d_loss: -338.643829, g_loss: 182.599487, elapsed time: 34.128915 seconds
Training: [421 / 2], d_loss: -264.001404, g_loss: 87.981247, elapsed time: 34.309279 seconds
Training: [421 / 3], d_loss: -271.957733, g_loss: 182.235138, elapsed time: 34.078638 seconds
Training: [421 / 4], d_loss: -351.949554, g_loss: 182.929230, elapsed time: 34.148134 seconds
Training: [421 / 5], d_loss: -365.012024, g_loss: 188.246368, elapsed time: 34.343805 seconds
Training: [421 / 6], d_loss: -357.906860, g_loss: 178.520477, elapsed time: 34.229367 seconds
Training: [421 / 7], d_loss: -347.482391, g_loss: 169.854584, elapsed time: 34.237725 seconds
Training: [421 / 8], d_loss: -90.278290, g_loss: 152.666656, elapsed time: 34.158957 seconds
Training: [421 / 9], d_loss: -184.039871, g_loss: 98.833755, elapsed time: 34.173310 seconds
Training: [421 / 10], d_loss: -337.001709, g_loss: 183.246643, elapsed time: 34.224924 seconds
Training: [421 / 11], d_loss: -365.685852, g_loss: 188.383835, elapsed time: 34.292103 seconds
Training: [421 / 12], d_loss: -359.897705, g_loss: 181.456390, elapsed time: 34.238373 seconds
Training: [421 / 13], d_loss: -351.886475, g_loss: 182.536957, elapsed time: 34.165431 seconds
EPOCH: 422
Training: [422 / 0], d_loss: -352.981750, g_loss: 181.968918, elapsed time: 34.210383 seconds
Training: [422 / 1], d_loss: -349.499817, g_loss: 173.368927, elapsed time: 34.146347 seconds
Training: [422 / 2], d_loss: -76.853210, g_loss: -40.934296, elapsed time: 34.264702 seconds
Training: [422 / 3], d_loss: -72.099045, g_loss: -21.687948, elapsed time: 34.252132 seconds
Training: [422 / 4], d_loss: -58.596939, g_loss: 122.875694, elapsed time: 34.214954 seconds
Training: [422 / 5], d_loss: -354.486786, g_loss: 187.779755, elapsed time: 34.282569 seconds
Training: [422 / 6], d_loss: -369.970093, g_loss: 190.965515, elapsed time: 34.339087 seconds
Training: [422 / 7], d_loss: -371.156555, g_loss: 189.570724, elapsed time: 34.262877 seconds
